a,D_gr,delta_percent_q0star_minus_3p000000eminus_03,delta_percent_q0star_minus_2p900000eminus_03,delta_percent_q0star_minus_2p800000eminus_03,delta_percent_q0star_minus_2p700000eminus_03,delta_percent_q0star_minus_2p600000eminus_03,delta_percent_q0star_minus_2p500000eminus_03,delta_percent_q0star_minus_2p400000eminus_03,delta_percent_q0star_minus_2p300000eminus_03,delta_percent_q0star_minus_2p200000eminus_03,delta_percent_q0star_minus_2p100000eminus_03,delta_percent_q0star_minus_2p000000eminus_03,delta_percent_q0star_minus_1p900000eminus_03,delta_percent_q0star_minus_1p800000eminus_03,delta_percent_q0star_minus_1p700000eminus_03,delta_percent_q0star_minus_1p600000eminus_03,delta_percent_q0star_minus_1p500000eminus_03,delta_percent_q0star_minus_1p400000eminus_03,delta_percent_q0star_minus_1p300000eminus_03,delta_percent_q0star_minus_1p200000eminus_03,delta_percent_q0star_minus_1p100000eminus_03,delta_percent_q0star_minus_1p000000eminus_03
9.187969924812029732e-02,9.184963479305589817e-02,-9.280977451124648780e+00,-8.990573017285381496e+00,-8.698922580621799128e+00,-8.406019872483168953e+00,-8.111858466904834586e+00,-7.816431854428153692e+00,-7.519733573601307342e+00,-7.221757225992537776e+00,-6.922496259212438829e+00,-6.621943994875056028e+00,-6.320093829750485170e+00,-6.016939241449771991e+00,-5.712473422887141439e+00,-5.406689592677730971e+00,-5.099581121256115956e+00,-4.791141121353997612e+00,-4.481362670174802609e+00,-4.170239023566496783e+00,-3.857763138947245540e+00,-3.543928060443404249e+00,-3.228726842502467775e+00
9.436090225563910361e-02,9.432745874972373046e-02,-9.298752960134921253e+00,-9.007812060151771050e+00,-8.715621504571430478e+00,-8.422174957959899899e+00,-8.127466083262797625e+00,-7.831488345476469881e+00,-7.534235211737576599e+00,-7.235700179474313209e+00,-6.935876791864073354e+00,-6.634758352380011992e+00,-6.332338167457605138e+00,-6.028609635832975044e+00,-5.723566078552168257e+00,-5.417200627604904284e+00,-5.109506513134874695e+00,-4.800476987016898178e+00,-4.490105045129061168e+00,-4.178383832512026608e+00,-3.865306432149552052e+00,-3.550865702932644918e+00,-3.235054808816066441e+00
9.684210526315789602e-02,9.680500580060877325e-02,-9.315836754019818144e+00,-9.024380357155896704e+00,-8.731670815143491637e+00,-8.437701720431521224e+00,-8.142466706279122945e+00,-7.845959342955628024e+00,-7.548173012216365052e+00,-7.249101145868172225e+00,-6.948737225704429754e+00,-6.647074668576506085e+00,-6.344106712725606556e+00,-6.039826628511890227e+00,-5.734227802303162314e+00,-5.427303377009470964e+00,-5.119046457976007325e+00,-4.809450307521398571e+00,-4.498507988123892964e+00,-4.186212455122213072e+00,-3.872556896436426310e+00,-3.557534107429042969e+00,-3.241137177754733312e+00
9.932330827067668844e-02,9.928226119621848256e-02,-9.332272380424392111e+00,-9.040320086555375667e+00,-8.747111316123495683e+00,-8.452639615675813900e+00,-8.156898520921147977e+00,-7.859881626536436627e+00,-7.561582375766799480e+00,-7.261994130037777495e+00,-6.961110259285618440e+00,-6.658924226814074920e+00,-6.355429295133811607e+00,-6.050618667217082525e+00,-5.744485626500120290e+00,-5.437023424138525129e+00,-5.128225117499105146e+00,-4.818083830077383389e+00,-4.506592737068038979e+00,-4.193744711604802333e+00,-3.879532855824494586e+00,-3.563950125414245385e+00,-3.246989307025651694e+00
1.018045112781954947e-01,1.017592099140146172e-01,-9.348099694526503356e+00,-9.055669893509744384e+00,-8.761980434969766307e+00,-8.467024788977361993e+00,-8.170796458408734253e+00,-7.873288948392111131e+00,-7.574495785940873027e+00,-7.274410301367161047e+00,-6.973025819016659632e+00,-6.670335700508100096e+00,-6.366333304333854137e+00,-6.061011817217933917e+00,-5.754364380403555579e+00,-5.446384285082706000e+00,-5.137064645300133847e+00,-4.826398421263629501e+00,-4.514378815273901502e+00,-4.200998791047557468e+00,-3.886251192841054802e+00,-3.570129229475162091e+00,-3.252625367883212881e+00
1.042857142857142871e-01,1.042358366067430014e-01,-9.363355195946116538e+00,-9.070465237710463313e+00,-8.776312472855501312e+00,-8.480890423553438140e+00,-8.184192535545944835e+00,-7.886212234064438498e+00,-7.586943014552390174e+00,-7.286378285092569129e+00,-6.984511336387498659e+00,-6.681335415963068236e+00,-6.376843896041965110e+00,-6.071029998162305930e+00,-5.763886822183117431e+00,-5.455407548798655526e+00,-5.145585378705799684e+00,-4.834413242350528606e+00,-4.521884188093674872e+00,-4.207991378125641724e+00,-3.892727426126799450e+00,-3.576085629398621624e+00,-3.258058402214877525e+00
1.067669172932330796e-01,1.067121255378983558e-01,-9.378072363843912740e+00,-9.084738600597772162e+00,-8.790138945164224893e+00,-8.494266983046186326e+00,-8.197116137850422035e+00,-7.898679820031163423e+00,-7.598951409912127808e+00,-7.297924366278231822e+00,-6.995591981627532263e+00,-6.691947483212149272e+00,-6.386984117029865793e+00,-6.080695176598545970e+00,-5.773073801705362662e+00,-5.464112995830168629e+00,-5.153805992465578356e+00,-4.842145838174776173e+00,-4.529125339589273658e+00,-4.214737769985950067e+00,-3.898975738599826713e+00,-3.581832360600262888e+00,-3.263300305613772601e+00
1.092481203007518858e-01,1.091880605814653515e-01,-9.392281999741847187e+00,-9.098519822188926298e+00,-8.803488787792179693e+00,-8.507182455667408050e+00,-8.209594317817531461e+00,-7.910717747524139476e+00,-7.610546072144453333e+00,-7.309072677153896080e+00,-7.006290920299429459e+00,-6.702194046257180737e+00,-6.396775170095560625e+00,-6.090027579289430726e+00,-5.781944477033140295e+00,-5.472518809009482510e+00,-5.161743686679244547e+00,-4.849612320439602442e+00,-4.536117373566535882e+00,-4.221252033601208709e+00,-3.905009155332179294e+00,-3.587381417270517403e+00,-3.268361990334708089e+00
1.117293233082706783e-01,1.116636252219186248e-01,-9.406012507905535003e+00,-9.111836394402905270e+00,-8.816388620833386369e+00,-8.519662642175243050e+00,-8.221651978361249391e+00,-7.922350017413380741e+00,-7.621750094378318963e+00,-7.319845465534037920e+00,-7.016629512226237431e+00,-6.712095501391468488e+00,-6.406236547452320629e+00,-6.099045793128174076e+00,-5.790516502297657908e+00,-5.480641702632340184e+00,-5.169414280083369562e+00,-4.856827526860157285e+00,-4.542874193111388514e+00,-4.227547142381109069e+00,-3.910839645666177145e+00,-3.592743868004312002e+00,-3.273253482725237085e+00
1.142105263157894707e-01,1.141388025542227902e-01,-9.419290062619060322e+00,-9.124713716152848875e+00,-8.828863000155800833e+00,-8.531731309710037792e+00,-8.233312098579641969e+00,-7.933598810872193319e+00,-7.632584780776644706e+00,-7.330263223468866940e+00,-7.026627421163737175e+00,-6.721670687065929073e+00,-6.415386214084114691e+00,-6.107766970390587247e+00,-5.798806191083034633e+00,-5.488497081951935641e+00,-5.176832335901856652e+00,-4.863805159565391278e+00,-4.549408598414252047e+00,-4.233635093891273904e+00,-3.916478237774771998e+00,-3.597929942859331209e+00,-3.277984019174742691e+00
1.166917293233082770e-01,1.166135752838324546e-01,-9.432138890070049797e+00,-9.137175272753584210e+00,-8.840934636884103526e+00,-8.543410406356867881e+00,-8.244595914959887750e+00,-7.944484605850403725e+00,-7.643069836751718249e+00,-7.340344870753208184e+00,-7.036302837052555326e+00,-6.730937046348950403e+00,-6.424240770127737754e+00,-6.116206941379685347e+00,-5.806828639039459006e+00,-5.496099182362322644e+00,-5.184011300575064318e+00,-4.870557905844435709e+00,-4.555732403844591438e+00,-4.239526944272538067e+00,-3.921935118730010217e+00,-3.602949022323833184e+00,-3.282562130105046272e+00
1.191729323308270694e-01,1.190879257270545805e-01,-9.444581389492428869e+00,-9.149242778753970740e+00,-8.852624589743692596e+00,-8.554720250808642845e+00,-8.255523057427536671e+00,-7.955026355886501754e+00,-7.653223535701465963e+00,-7.350107918897490933e+00,-7.045672570933679602e+00,-6.739910690304104612e+00,-6.432815593255793551e+00,-6.124380338209396868e+00,-5.814597763203163794e+00,-5.503461191483430603e+00,-5.190963597803553320e+00,-4.877097522257546558e+00,-4.561856540874877908e+00,-4.245232871137524455e+00,-3.927219722363714194e+00,-3.607809749927997967e+00,-3.286995713763531946e+00
1.216541353383458618e-01,1.215618358770386154e-01,-9.456638356450325134e+00,-9.160936437056795612e+00,-8.863952424682718600e+00,-8.565679748183518072e+00,-8.266111762991608103e+00,-7.965241678526106206e+00,-7.663062862571508482e+00,-7.359568665048066727e+00,-7.054752240696396726e+00,-6.748606595099240657e+00,-6.441125014146721561e+00,-6.132300767958908772e+00,-5.822126512793626141e+00,-5.510595407319238248e+00,-5.197700784315064659e+00,-4.883434890902842440e+00,-4.567791199930950619e+00,-4.250762343758577977e+00,-3.932340858241095916e+00,-3.612520172310123012e+00,-3.291292153196732073e+00
1.241353383458646681e-01,1.240352874664647775e-01,-9.468329188859080148e+00,-9.172275072014050679e+00,-8.874936383134308215e+00,-8.576306577508010065e+00,-8.276379061308404061e+00,-7.975147002373131677e+00,-7.672603649772243628e+00,-7.368742360171483874e+00,-7.063556437290452905e+00,-6.757038748889789836e+00,-6.449182456715968570e+00,-6.139980962553007515e+00,-5.829426985438267650e+00,-5.517513368888605996e+00,-5.204233684421532224e+00,-4.889580194508568844e+00,-4.573545952687256388e+00,-4.256124234130179929e+00,-3.937306822609479617e+00,-3.617087845446786076e+00,-3.295458416623290088e+00
1.266165413533834605e-01,1.265082618642952572e-01,-9.479671950034907368e+00,-9.183276189193643191e+00,-8.885593451068718451e+00,-8.586617188057955374e+00,-8.286340818117794882e+00,-7.984757608471580781e+00,-7.681860639675921476e+00,-7.377643223978599174e+00,-7.072098749497333081e+00,-6.765220154329750102e+00,-6.457000362793359649e+00,-6.147432787911912833e+00,-5.836510430099346003e+00,-5.524225767349135729e+00,-5.210572384421166880e+00,-4.895542897786521408e+00,-4.579129734823390585e+00,-4.261326797355793339e+00,-3.942125360455781102e+00,-3.621519804074591953e+00,-3.299501019171594329e+00
1.290977443609022668e-01,1.289807400660152037e-01,-9.490683490117564958e+00,-9.193956095253708938e+00,-8.895939429416490185e+00,-8.596626869950698691e+00,-8.296011840173100893e+00,-7.994087733633889137e+00,-7.690847544735558650e+00,-7.386284450863976225e+00,-7.080391853220524112e+00,-6.773162916230581310e+00,-6.464590313189974680e+00,-6.154667320086911531e+00,-5.843387321512500954e+00,-5.530742532683965429e+00,-5.216726296360751469e+00,-4.901331807504469396e+00,-4.584550887442115474e+00,-4.266377723693209667e+00,-3.946803604619480321e+00,-3.625822604495181789e+00,-3.303425996443365875e+00
1.315789473684210731e-01,1.314527026936325727e-01,-9.501379557043049928e+00,-9.204330010999170142e+00,-8.905989045811038451e+00,-8.606349894136055667e+00,-8.305405954406987590e+00,-8.003150668912063281e+00,-7.699577144568366727e+00,-7.394678345469694491e+00,-7.088447597574445425e+00,-6.780878326225304953e+00,-6.471963095035007107e+00,-6.161694915691819041e+00,-5.850067433194881872e+00,-5.537072914659913359e+00,-5.222704221622145759e+00,-4.906955134527255069e+00,-4.589817110698171554e+00,-4.271284191819346709e+00,-3.951348171638100037e+00,-3.630002369692367115e+00,-3.307238878052634057e+00
1.340601503759398516e-01,1.339241299956782094e-01,-9.511774819972572459e+00,-9.214412171885250302e+00,-8.915756053924120295e+00,-8.615799568585579493e+00,-8.314536019264989974e+00,-8.011958847135272066e+00,-7.708061372290797131e+00,-7.402836384424247740e+00,-7.096277057930444165e+00,-6.788376938031936980e+00,-6.479128769398179166e+00,-6.168525195487603696e+00,-5.856559902346804236e+00,-5.543225539185588246e+00,-5.228514395523310654e+00,-4.912420548969100409e+00,-4.594935567317448566e+00,-4.276052916180818286e+00,-3.955765232824144384e+00,-3.634064829439914046e+00,-3.310944830556783902e+00
1.365413533834586579e-01,1.363950018472059877e-01,-9.521882990415807768e+00,-9.224215917304103840e+00,-8.925253321971799991e+00,-8.624988325699472824e+00,-8.323414062863943030e+00,-8.020523920558938258e+00,-7.716311391441461609e+00,-7.410769284895180498e+00,-7.103890524762970671e+00,-6.795668634511902617e+00,-6.486096737264715806e+00,-6.175167120161364487e+00,-5.862873287678136869e+00,-5.549208464999007440e+00,-5.234164437984243357e+00,-4.917735229333123570e+00,-4.599912944386188585e+00,-4.280690189182834615e+00,-3.960060549497410598e+00,-3.638015356036985448e+00,-3.314548675085220886e+00
1.390225563909774642e-01,1.388652977497924768e-01,-9.531716897091312646e+00,-9.233753710076003429e+00,-8.934492911743998178e+00,-8.633927800448237377e+00,-8.332051328076097718e+00,-8.028856769049156128e+00,-7.724337664667626058e+00,-7.418487072366967361e+00,-7.111297625906233932e+00,-6.802762687548728593e+00,-6.492875798445619573e+00,-6.181629067430312041e+00,-5.869015621043529585e+00,-5.555029234285197681e+00,-5.239661456055175748e+00,-4.922905906389563491e+00,-4.604755491568591985e+00,-4.285201918860943593e+00,-3.964239509573627362e+00,-3.641858996217968159e+00,-3.318054918113905405e+00
1.415037593984962705e-01,1.413349968315372740e-01,-9.541288546086414968e+00,-9.243037197165664409e+00,-8.943486149321223877e+00,-8.642628900294337058e+00,-8.340458337927200816e+00,-8.036967546647270311e+00,-7.732150015186991965e+00,-7.425999141288825989e+00,-7.118507368085947640e+00,-6.809667800227019896e+00,-6.499474204291305846e+00,-6.187918874895403043e+00,-5.874994435794137715e+00,-5.560694917969274620e+00,-5.245012099373219883e+00,-4.927938902438702584e+00,-4.609469059458507267e+00,-4.289593640780958950e+00,-3.968307160304097359e+00,-3.645600434023663183e+00,-3.321467779052967639e+00
1.439849624060150490e-01,1.438040778915073425e-01,-9.550609219695759933e+00,-9.252077332434820889e+00,-8.952243698512795333e+00,-8.651101896117747714e+00,-8.348644985949833952e+00,-8.044865803457616593e+00,-7.739757708998523000e+00,-7.433314338061542514e+00,-7.125528217177474311e+00,-6.816392090131504489e+00,-6.505899733850812439e+00,-6.194043915572051695e+00,-5.880816737103484293e+00,-5.566212185512672050e+00,-5.250222623803502131e+00,-4.932840195863565924e+00,-4.614059163446015965e+00,-4.293870461323487930e+00,-3.972268267308868950e+00,-3.649243987698021829e+00,-3.324791244860528572e+00
1.464661654135338553e-01,1.462725194939621942e-01,-9.559689595987936883e+00,-9.260884471328125755e+00,-8.960775593740530454e+00,-8.659356534982212139e+00,-8.356620648538731544e+00,-8.052560578516699152e+00,-7.747169486599056576e+00,-7.440441067088571891e+00,-7.132368203840345089e+00,-6.822943248553414719e+00,-6.512159794107482469e+00,-6.200011197667086194e+00,-5.886489177972578979e+00,-5.571587399754163172e+00,-5.255298985826218683e+00,-4.937615436224281673e+00,-4.618531073556927602e+00,-4.298037256587023514e+00,-3.976127400294205749e+00,-3.652793813841366255e+00,-3.328029152011579672e+00
1.489473684210526616e-01,1.487402998649739183e-01,-9.568539736273583785e+00,-9.269468357646282186e+00,-8.969091285407323255e+00,-8.667402020289346254e+00,-8.364394164333045723e+00,-8.060060378454389607e+00,-7.754393541578947335e+00,-7.447387263269487079e+00,-7.139034895227726274e+00,-6.829328514626769042e+00,-6.518261386006819258e+00,-6.205827329779463497e+00,-5.892018021676161510e+00,-5.576826576835055782e+00,-5.260246801633001290e+00,-4.942269871522792180e+00,-4.622889768612199468e+00,-4.302098622838815167e+00,-3.979888882649987192e+00,-3.656253828384023130e+00,-3.331185131862110183e+00
1.514285714285714401e-01,1.512073968793473389e-01,-9.577169127821171912e+00,-9.277838165811930438e+00,-8.977199662524784074e+00,-8.675247004756826641e+00,-8.371973870355667202e+00,-8.067373213163611112e+00,-7.761437589873946052e+00,-7.454160422472427605e+00,-7.145535424934207569e+00,-6.835554698486518532e+00,-6.524211082703436304e+00,-6.211498545533259197e+00,-5.897409161106230258e+00,-5.581935394543737772e+00,-5.265071366816865606e+00,-4.946808458343183723e+00,-4.627139951844626786e+00,-4.306058885338555520e+00,-3.983556803334766361e+00,-3.659627717809729397e+00,-3.334262619101505454e+00
1.539097744360902464e-01,1.536737880606947881e-01,-9.585586730183631943e+00,-9.286002546815131709e+00,-8.985109094358969983e+00,-8.682899579000874724e+00,-8.379367642502300484e+00,-8.074506635890344342e+00,-7.768308894415457466e+00,-7.460767584224414328e+00,-7.151876527996405386e+00,-6.841628215896113474e+00,-6.530014993281485047e+00,-6.217030733857020763e+00,-5.902668148675101811e+00,-5.586919104412270798e+00,-5.269777682266910013e+00,-4.951235861983247943e+00,-4.631286073168900508e+00,-4.309922120231588494e+00,-3.987135017642372325e+00,-3.662918957699339284e+00,-3.337264864186379132e+00
1.563909774436090527e-01,1.561394505814357458e-01,-9.593801017073394277e+00,-9.293969669742718764e+00,-8.992827471662359073e+00,-8.690367382852469902e+00,-8.386582932133764601e+00,-8.081467779464286849e+00,-7.775014301067331601e+00,-7.467215314312380059e+00,-7.158064572518074264e+00,-6.847555119534769474e+00,-6.535678893396879907e+00,-6.222429466336728332e+00,-5.907800223327456912e+00,-5.591782648383361476e+00,-5.274370477553365077e+00,-4.955556479561797900e+00,-4.635332337410248194e+00,-4.313692174312651062e+00,-3.990627054767871495e+00,-3.666130829463690954e+00,-3.340194852582007545e+00
1.588721804511278313e-01,1.586043612627970334e-01,-9.601819981512409896e+00,-9.301747259417568969e+00,-9.000362244043312643e+00,-8.697657617549310771e+00,-8.393626750597261932e+00,-8.088263389135754267e+00,-7.781560271195822942e+00,-7.473509822856013507e+00,-7.164105588333557151e+00,-6.853341127353746565e+00,-6.541208226681260562e+00,-6.227700021870071545e+00,-5.912810335021934094e+00,-5.596530692527138307e+00,-5.278854232122506041e+00,-4.959774460961322795e+00,-4.639282610113067307e+00,-4.317372682938491302e+00,-3.994036242397545955e+00,-3.669266435509058955e+00,-3.343055360105157359e+00
1.613533834586466376e-01,1.610684965748128694e-01,-9.609651099986370681e+00,-9.309342630566192156e+00,-9.007720453888303780e+00,-8.704777079188854572e+00,-8.400505646153051842e+00,-8.094899852383946381e+00,-7.787952911235161757e+00,-7.479656966766895287e+00,-7.170005280744030429e+00,-6.858991648317139145e+00,-6.546608129622096151e+00,-6.232847329219452170e+00,-5.917703166954574101e+00,-5.601167637786756970e+00,-5.283233190414019731e+00,-4.963893727838657455e+00,-4.643140530334500582e+00,-4.320967086287952341e+00,-3.997365722124699428e+00,-3.672328713003811806e+00,-3.345849012789944954e+00
1.638345864661654439e-01,1.635318326363247032e-01,-9.617301451934405776e+00,-9.316762718883015992e+00,-9.014908767202546969e+00,-8.711732189406356852e+00,-8.407225823237819640e+00,-8.101383226017693673e+00,-7.794197999567107793e+00,-7.485662276328234555e+00,-7.175768944880880795e+00,-6.864511805804195177e+00,-6.551883454819711794e+00,-6.237875980709646662e+00,-5.922483155763616836e+00,-5.605697640052908604e+00,-5.287511276456984710e+00,-4.967917990908649273e+00,-4.646909538447393295e+00,-4.324478644145266060e+00,-4.000618456737036865e+00,-3.675320446394688911e+00,-3.348578285321643033e+00
1.663157894736842224e-01,1.659943452150214882e-01,-9.624777724489000263e+00,-9.324014052378485573e+00,-9.021933501712940284e+00,-8.718529023329566030e+00,-8.413793140798626169e+00,-8.107719228219464114e+00,-7.800301011017624297e+00,-7.491530979579948735e+00,-7.181401583772419883e+00,-6.869906458940501892e+00,-6.557038792185466036e+00,-6.242790335725160844e+00,-5.927154509949068562e+00,-5.610124628464559393e+00,-5.291692168196842516e+00,-4.971850765704039610e+00,-4.650592880592047784e+00,-4.327910449383736591e+00,-4.003797243574535258e+00,-3.678244277866310252e+00,-3.351245512346223254e+00
1.687969924812030287e-01,1.684560097942256474e-01,-9.632086275553897181e+00,-9.331102776883943406e+00,-9.028800688537932828e+00,-8.725173371233175601e+00,-8.420213173613772639e+00,-8.113913210426201061e+00,-7.806267175722685359e+00,-7.497268061204653833e+00,-7.186907968699765448e+00,-6.875180258946332224e+00,-6.562078525292459830e+00,-6.247594547588172453e+00,-5.931721261816868207e+00,-5.614452359493220968e+00,-5.295779389225233835e+00,-4.975695424596514371e+00,-4.654193660748189743e+00,-4.331265459197988221e+00,-4.006904764743694614e+00,-3.681102682459202580e+00,-3.353852937075374019e+00
1.712781954887218350e-01,1.709168016359874920e-01,-9.639233191005812884e+00,-9.338034798818050319e+00,-9.035516126523221558e+00,-8.731670792867921804e+00,-8.426491266680395498e+00,-8.119970327273087207e+00,-7.812101530893171386e+00,-7.502878314304513019e+00,-7.192292679484742379e+00,-6.880337634596378038e+00,-6.567006880819255876e+00,-6.252292613093096918e+00,-5.936187222381634321e+00,-5.618684464298200787e+00,-5.299776338040439683e+00,-4.979455242255787617e+00,-4.657714886233661034e+00,-4.334546448621066972e+00,-4.009943630907214285e+00,-3.683898020869325496e+00,-3.356402753594128541e+00
1.737593984962406135e-01,1.733766956789228875e-01,-9.646224250878688622e+00,-9.344815718444836605e+00,-9.042085273816732993e+00,-8.738026580154130585e+00,-8.432632497670644156e+00,-8.125895468938757915e+00,-7.817808864372127076e+00,-7.508366299590977455e+00,-7.197560063483273929e+00,-6.885382718372088817e+00,-6.571827884715241375e+00,-6.256888328455104009e+00,-5.940555974973284137e+00,-5.622824402079592332e+00,-5.303686241191549300e+00,-4.983133303670470582e+00,-4.661159418444596803e+00,-4.337756056403989646e+00,-4.012916329844958163e+00,-3.686632544340060047e+00,-3.358897053444325209e+00
1.762406015037594198e-01,1.758356665410970576e-01,-9.653064952376798402e+00,-9.351450852806467040e+00,-9.048513257478029814e+00,-8.744245777540070819e+00,-8.438641697253636664e+00,-8.131693278020867055e+00,-7.823393628084080120e+00,-7.513736363266530383e+00,-7.202714253471993899e+00,-6.890319461585201033e+00,-6.576545377870650633e+00,-6.261385304968519527e+00,-5.944830937956532502e+00,-5.626875473737849020e+00,-5.307512166936212417e+00,-4.986732460984569570e+00,-4.664529984694680387e+00,-4.340896790513153469e+00,-4.015825236683769894e+00,-3.689308389837807400e+00,-3.361337834432867933e+00
1.787218045112782261e-01,1.782936885200245569e-01,-9.659760529510993621e+00,-9.357945255382153604e+00,-9.054804973689538627e+00,-8.750333198957941150e+00,-8.444523466245277277e+00,-8.137368166720918339e+00,-7.828860063128810332e+00,-7.518992651922720150e+00,-7.207759182544968724e+00,-6.895151614868709089e+00,-6.581163022860980760e+00,-6.265786981845944403e+00,-5.949015356529324450e+00,-5.630840832013482178e+00,-5.311257036230252027e+00,-4.990255442732843605e+00,-4.667829187527815726e+00,-4.343971032615741024e+00,-4.018672621724291183e+00,-3.691927587984043857e+00,-3.363727007144876158e+00
1.812030075187970046e-01,1.807507355926691039e-01,-9.666315971122841688e+00,-9.364303734132569446e+00,-9.060965071873107846e+00,-8.756293365347453062e+00,-8.450282191349907990e+00,-8.142924332617811345e+00,-7.834212204548045122e+00,-7.524139123458167155e+00,-7.212698597787408517e+00,-6.899882741856570689e+00,-6.585684220318356097e+00,-6.270096638003367140e+00,-5.953112314576529229e+00,-5.634723416693312004e+00,-5.314923632815049537e+00,-4.993704838821665604e+00,-4.671059513266123453e+00,-4.346981046725434616e+00,-4.021460640695393884e+00,-3.694492070335605227e+00,-3.366066392266472196e+00
1.836842105263158109e-01,1.832067814154438590e-01,-9.672736037449283231e+00,-9.370530868082740383e+00,-9.066997971352451557e+00,-8.762130527992200157e+00,-8.455922059627464904e+00,-8.148365773163853021e+00,-7.839453885927920140e+00,-7.529179468730028191e+00,-7.217536072842040795e+00,-6.904516231811641092e+00,-6.590112191271386699e+00,-6.274317402890868145e+00,-5.957124745563384671e+00,-5.638525981390949404e+00,-5.318514612488061566e+00,-4.997083109277682844e+00,-4.674223334747654945e+00,-4.349928987147960058e+00,-4.024191264058495143e+00,-3.697003676075636402e+00,-3.368357648121873993e+00
1.861654135338346172e-01,1.856617993242111742e-01,-9.679025275363580150e+00,-9.376631022579571706e+00,-9.072907876683228068e+00,-8.767848753208317802e+00,-8.461447071725579860e+00,-8.153696299022014315e+00,-7.844588752819917410e+00,-7.534117174067029410e+00,-7.222275019471280366e+00,-6.909055311243895048e+00,-6.594450006347082116e+00,-6.278452266458177000e+00,-5.961055442558200745e+00,-5.642251156553629521e+00,-5.322032511632547980e+00,-5.000392592899889799e+00,-4.677322838076892531e+00,-4.352816905791446978e+00,-4.026866365090000066e+00,-3.699464158169525785e+00,-3.370602337068528520e+00
1.886466165413533957e-01,1.881157623342827045e-01,-9.685187995994249732e+00,-9.382608363346026437e+00,-9.078698791774016286e+00,-8.773451904858486472e+00,-8.466860984348011598e+00,-8.158919546351491192e+00,-7.849620275103014855e+00,-7.538955568446928268e+00,-7.226918698207922098e+00,-6.913503054612258225e+00,-6.598700581904313189e+00,-6.282504070695775766e+00,-5.964907067464357837e+00,-5.645901438742592759e+00,-5.325479755070419152e+00,-5.003635515229074571e+00,-4.680360082561221269e+00,-4.355646758900054927e+00,-4.029487721515932819e+00,-3.701875189035388036e+00,-3.372801942540670339e+00
1.911278195488722020e-01,1.905686431404194914e-01,-9.691228218024065200e+00,-9.388466869441517204e+00,-9.084374532907522948e+00,-8.778943657486008689e+00,-8.472167322132037270e+00,-8.164038988136926633e+00,-7.854551758383160553e+00,-7.543697814342798402e+00,-7.231470191281215598e+00,-6.917862394193293518e+00,-6.602866690040809061e+00,-6.286475436141845563e+00,-5.968682159533666542e+00,-5.649479199317018363e+00,-5.328858610338889079e+00,-5.006813995896733260e+00,-4.683337028339711772e+00,-4.358420413263650595e+00,-4.032057018118637259e+00,-3.704238365773243391e+00,-3.374957868403153594e+00
