beta,gamma_min,gamma_max
2234544.564805582,0.0,333332.99999999994
2324643.6973873093,0.0,333332.99999999994
2418375.7206972996,0.0,333333.0
2515887.1166678984,0.0,333333.0
2617330.273535311,0.0,333333.0
2722863.7239879,0.0,333332.99999999994
2832652.3929169057,0.0,333333.0
2946867.8551566964,0.0,333333.0
3065688.603617405,0.0,333332.9999999998
3189300.3282289235,0.0,333333.0
3317896.2061322466,0.0,333332.99999999994
3451677.2035715864,0.0,333332.99999999965
3590852.3899591267,0.0,333333.0
3735639.264603186,0.0,333333.0
3886264.0966103915,0.0,333333.0
4042962.2784930635,0.0,333333.0
4205978.694034432,0.0,333333.0
4375568.100986538,0.0,333333.0
4551995.529198935,0.0,333333.0
4735536.694800343,0.0,333332.9999999998
4926478.431080531,0.0,333333.0
5125119.136745818,0.0,333333.0
5331769.242248687,0.0,333333.0
5546751.694920324,0.0,333332.9999999999
5770402.463664167,0.0,333333.0
6003071.063999239,0.0,333333.0
6245121.104273796,0.0,333333.0
6496930.853902843,0.0,333332.9999999998
6758893.834517581,0.0,333333.0
7031419.434950666,0.0,333333.0
7314933.551018223,0.0,333333.0
7609879.251098638,0.0,333333.0
7916717.46854809,0.0,333332.9999999998
8235927.722035033,0.0,333332.9999999999
8568008.864919351,0.0,333332.9999999995
8913479.864847202,0.0,333332.99999999965
9272880.614779942,0.0,333332.9999999999
9646772.776724633,0.0,333332.99999999977
10035740.65948457,0.0,333332.9999999999
10440392.131801708,0.0,333333.0
10861359.572317807,0.0,333332.9999999998
11299300.85783918,0.0,333332.9999999999
11754900.391449122,0.0,333332.9999999999
12228870.172075048,0.0,333332.99999999977
12721950.907181587,0.0,333333.0
13234913.170328684,0.0,333332.9999999998
13768558.605403598,0.0,333332.99999999965
14323721.17940884,0.0,333332.99999999994
14901268.485763773,0.0,333332.99999999953
15502103.100156741,0.0,333333.0
16127163.991066486,0.0,333332.99999999936
16777427.98715734,0.0,333333.0
17453911.30384131,0.0,333333.0
18157671.13139265,0.0,333333.0
18889807.28709692,0.0,333333.0
19651463.93401647,0.0,333332.999999999
