z H(z)_km_s_Mpc chi_Mpc
4.5634262723e+02 3.7047441369e+05 1.4336985977e+04
4.5776353944e+02 3.7227926030e+05 1.4338133009e+04
4.5918887594e+02 3.7409312015e+05 1.4339278034e+04
4.6061865050e+02 3.7591603973e+05 1.4340421056e+04
4.6205287694e+02 3.7774806580e+05 1.4341562075e+04
4.6349156913e+02 3.7958924535e+05 1.4342701097e+04
4.6493474097e+02 3.8143962564e+05 1.4343838122e+04
4.6638240641e+02 3.8329925419e+05 1.4344973154e+04
4.6783457944e+02 3.8516817875e+05 1.4346106197e+04
4.6929127410e+02 3.8704644735e+05 1.4347237252e+04
4.7075250445e+02 3.8893410826e+05 1.4348366323e+04
4.7221828464e+02 3.9083121003e+05 1.4349493412e+04
4.7368862882e+02 3.9273780145e+05 1.4350618522e+04
4.7516355120e+02 3.9465393160e+05 1.4351741656e+04
4.7664306605e+02 3.9657964980e+05 1.4352862817e+04
4.7812718765e+02 3.9851500563e+05 1.4353982007e+04
4.7961593036e+02 4.0046004897e+05 1.4355099229e+04
4.8110930856e+02 4.0241482995e+05 1.4356214487e+04
4.8260733668e+02 4.0437939895e+05 1.4357327783e+04
4.8411002921e+02 4.0635380666e+05 1.4358439119e+04
4.8561740067e+02 4.0833810402e+05 1.4359548498e+04
4.8712946562e+02 4.1033234225e+05 1.4360655924e+04
4.8864623869e+02 4.1233657285e+05 1.4361761399e+04
4.9016773452e+02 4.1435084759e+05 1.4362864925e+04
4.9169396783e+02 4.1637521852e+05 1.4363966506e+04
4.9322495337e+02 4.1840973799e+05 1.4365066144e+04
4.9476070593e+02 4.2045445860e+05 1.4366163842e+04
4.9630124035e+02 4.2250943326e+05 1.4367259603e+04
4.9784657154e+02 4.2457471516e+05 1.4368353429e+04
4.9939671441e+02 4.2665035778e+05 1.4369445323e+04
5.0095168396e+02 4.2873641488e+05 1.4370535288e+04
5.0251149521e+02 4.3083294051e+05 1.4371623327e+04
5.0407616324e+02 4.3293998902e+05 1.4372709442e+04
5.0564570316e+02 4.3505761506e+05 1.4373793637e+04
5.0722013016e+02 4.3718587356e+05 1.4374875913e+04
5.0879945945e+02 4.3932481976e+05 1.4375956273e+04
5.1038370629e+02 4.4147450920e+05 1.4377034721e+04
5.1197288599e+02 4.4363499771e+05 1.4378111259e+04
5.1356701391e+02 4.4580634142e+05 1.4379185889e+04
5.1516610546e+02 4.4798859679e+05 1.4380258615e+04
5.1677017610e+02 4.5018182055e+05 1.4381329439e+04
5.1837924132e+02 4.5238606977e+05 1.4382398364e+04
5.1999331669e+02 4.5460140181e+05 1.4383465392e+04
5.2161241779e+02 4.5682787434e+05 1.4384530526e+04
5.2323656029e+02 4.5906554537e+05 1.4385593769e+04
5.2486575987e+02 4.6131447318e+05 1.4386655123e+04
5.2650003228e+02 4.6357471641e+05 1.4387714591e+04
5.2813939332e+02 4.6584633399e+05 1.4388772177e+04
5.2978385883e+02 4.6812938518e+05 1.4389827882e+04
5.3143344471e+02 4.7042392957e+05 1.4390881708e+04
5.3308816689e+02 4.7273002705e+05 1.4391933660e+04
5.3474804138e+02 4.7504773787e+05 1.4392983739e+04
5.3641308421e+02 4.7737712257e+05 1.4394031948e+04
5.3808331148e+02 4.7971824205e+05 1.4395078290e+04
5.3975873933e+02 4.8207115753e+05 1.4396122768e+04
5.4143938396e+02 4.8443593056e+05 1.4397165383e+04
5.4312526160e+02 4.8681262302e+05 1.4398206139e+04
5.4481638854e+02 4.8920129715e+05 1.4399245039e+04
5.4651278115e+02 4.9160201550e+05 1.4400282084e+04
5.4821445581e+02 4.9401484097e+05 1.4401317278e+04
5.4992142896e+02 4.9643983682e+05 1.4402350623e+04
5.5163371711e+02 4.9887706664e+05 1.4403382122e+04
5.5335133680e+02 5.0132659436e+05 1.4404411777e+04
5.5507430464e+02 5.0378848428e+05 1.4405439592e+04
5.5680263728e+02 5.0626280102e+05 1.4406465568e+04
5.5853635142e+02 5.0874960958e+05 1.4407489708e+04
5.6027546381e+02 5.1124897531e+05 1.4408512015e+04
5.6201999128e+02 5.1376096390e+05 1.4409532492e+04
5.6376995067e+02 5.1628564141e+05 1.4410551140e+04
5.6552535891e+02 5.1882307427e+05 1.4411567964e+04
5.6728623295e+02 5.2137332926e+05 1.4412582964e+04
5.6905258982e+02 5.2393647352e+05 1.4413596144e+04
5.7082444659e+02 5.2651257458e+05 1.4414607507e+04
5.7260182038e+02 5.2910170032e+05 1.4415617055e+04
5.7438472837e+02 5.3170391899e+05 1.4416624790e+04
5.7617318780e+02 5.3431929922e+05 1.4417630715e+04
5.7796721594e+02 5.3694791001e+05 1.4418634833e+04
5.7976683014e+02 5.3958982076e+05 1.4419637147e+04
5.8157204780e+02 5.4224510121e+05 1.4420637658e+04
5.8338288635e+02 5.4491382152e+05 1.4421636369e+04
5.8519936331e+02 5.4759605221e+05 1.4422633283e+04
5.8702149622e+02 5.5029186419e+05 1.4423628403e+04
5.8884930270e+02 5.5300132877e+05 1.4424621731e+04
5.9068280041e+02 5.5572451764e+05 1.4425613269e+04
5.9252200708e+02 5.5846150289e+05 1.4426603021e+04
5.9436694047e+02 5.6121235700e+05 1.4427590988e+04
5.9621761843e+02 5.6397715284e+05 1.4428577173e+04
5.9807405884e+02 5.6675596370e+05 1.4429561579e+04
5.9993627964e+02 5.6954886325e+05 1.4430544208e+04
6.0180429883e+02 5.7235592559e+05 1.4431525063e+04
6.0367813446e+02 5.7517722520e+05 1.4432504146e+04
6.0555780465e+02 5.7801283698e+05 1.4433481460e+04
6.0744332756e+02 5.8086283625e+05 1.4434457007e+04
6.0933472141e+02 5.8372729873e+05 1.4435430790e+04
6.1123200449e+02 5.8660630057e+05 1.4436402812e+04
6.1313519513e+02 5.8949991832e+05 1.4437373074e+04
6.1504431173e+02 5.9240822897e+05 1.4438341579e+04
6.1695937274e+02 5.9533130992e+05 1.4439308330e+04
6.1888039666e+02 5.9826923901e+05 1.4440273330e+04
6.2080740207e+02 6.0122209448e+05 1.4441236580e+04
6.2274040759e+02 6.0418995504e+05 1.4442198084e+04
6.2467943190e+02 6.0717289979e+05 1.4443157843e+04
6.2662449375e+02 6.1017100832e+05 1.4444115861e+04
6.2857561192e+02 6.1318436059e+05 1.4445072139e+04
6.3053280528e+02 6.1621303707e+05 1.4446026680e+04
6.3249609275e+02 6.1925711862e+05 1.4446979487e+04
6.3446549330e+02 6.2231668657e+05 1.4447930563e+04
6.3644102596e+02 6.2539182270e+05 1.4448879908e+04
6.3842270983e+02 6.2848260923e+05 1.4449827527e+04
6.4041056406e+02 6.3158912884e+05 1.4450773421e+04
6.4240460787e+02 6.3471146467e+05 1.4451717594e+04
6.4440486052e+02 6.3784970031e+05 1.4452660046e+04
6.4641134135e+02 6.4100391982e+05 1.4453600782e+04
6.4842406975e+02 6.4417420771e+05 1.4454539802e+04
6.5044306518e+02 6.4736064897e+05 1.4455477111e+04
6.5246834714e+02 6.5056332906e+05 1.4456412710e+04
6.5449993522e+02 6.5378233390e+05 1.4457346601e+04
6.5653784905e+02 6.5701774991e+05 1.4458278787e+04
6.5858210831e+02 6.6026966395e+05 1.4459209271e+04
6.6063273278e+02 6.6353816338e+05 1.4460138054e+04
6.6268974228e+02 6.6682333607e+05 1.4461065140e+04
6.6475315667e+02 6.7012527032e+05 1.4461990531e+04
6.6682299591e+02 6.7344405497e+05 1.4462914229e+04
6.6889928000e+02 6.7677977931e+05 1.4463836236e+04
6.7098202900e+02 6.8013253317e+05 1.4464756555e+04
6.7307126306e+02 6.8350240683e+05 1.4465675189e+04
6.7516700235e+02 6.8688949110e+05 1.4466592139e+04
6.7726926714e+02 6.9029387729e+05 1.4467507409e+04
6.7937807774e+02 6.9371565720e+05 1.4468421000e+04
6.8149345454e+02 6.9715492317e+05 1.4469332915e+04
6.8361541797e+02 7.0061176801e+05 1.4470243156e+04
6.8574398856e+02 7.0408628508e+05 1.4471151726e+04
6.8787918687e+02 7.0757856824e+05 1.4472058627e+04
6.9002103353e+02 7.1108871187e+05 1.4472963862e+04
6.9216954926e+02 7.1461681089e+05 1.4473867433e+04
6.9432475481e+02 7.1816296073e+05 1.4474769341e+04
6.9648667102e+02 7.2172725737e+05 1.4475669591e+04
6.9865531877e+02 7.2530979728e+05 1.4476568183e+04
7.0083071904e+02 7.2891067753e+05 1.4477465121e+04
7.0301289284e+02 7.3252999566e+05 1.4478360406e+04
7.0520186126e+02 7.3616784981e+05 1.4479254042e+04
7.0739764547e+02 7.3982433864e+05 1.4480146030e+04
7.0960026668e+02 7.4349956136e+05 1.4481036372e+04
7.1180974619e+02 7.4719361772e+05 1.4481925072e+04
7.1402610534e+02 7.5090660805e+05 1.4482812131e+04
7.1624936556e+02 7.5463863322e+05 1.4483697552e+04
7.1847954834e+02 7.5838979468e+05 1.4484581338e+04
7.2071667523e+02 7.6216019442e+05 1.4485463489e+04
7.2296076785e+02 7.6594993501e+05 1.4486344010e+04
7.2521184789e+02 7.6975911960e+05 1.4487222902e+04
7.2746993712e+02 7.7358785189e+05 1.4488100167e+04
7.2973505734e+02 7.7743623620e+05 1.4488975808e+04
7.3200723047e+02 7.8130437739e+05 1.4489849827e+04
7.3428647845e+02 7.8519238092e+05 1.4490722227e+04
7.3657282331e+02 7.8910035284e+05 1.4491593009e+04
7.3886628716e+02 7.9302839979e+05 1.4492462176e+04
7.4116689215e+02 7.9697662901e+05 1.4493329731e+04
7.4347466053e+02 8.0094514833e+05 1.4494195676e+04
7.4578961460e+02 8.0493406618e+05 1.4495060012e+04
7.4811177674e+02 8.0894349162e+05 1.4495922743e+04
7.5044116938e+02 8.1297353428e+05 1.4496783871e+04
7.5277781504e+02 8.1702430444e+05 1.4497643397e+04
7.5512173630e+02 8.2109591297e+05 1.4498501325e+04
7.5747295582e+02 8.2518847137e+05 1.4499357656e+04
7.5983149633e+02 8.2930209176e+05 1.4500212393e+04
7.6219738061e+02 8.3343688689e+05 1.4501065537e+04
7.6457063154e+02 8.3759297014e+05 1.4501917093e+04
7.6695127205e+02 8.4177045553e+05 1.4502767061e+04
7.6933932515e+02 8.4596945771e+05 1.4503615443e+04
7.7173481392e+02 8.5019009197e+05 1.4504462243e+04
7.7413776152e+02 8.5443247425e+05 1.4505307463e+04
7.7654819116e+02 8.5869672114e+05 1.4506151104e+04
7.7896612615e+02 8.6298294989e+05 1.4506993169e+04
7.8139158986e+02 8.6729127839e+05 1.4507833660e+04
7.8382460572e+02 8.7162182520e+05 1.4508672580e+04
7.8626519725e+02 8.7597470955e+05 1.4509509931e+04
7.8871338804e+02 8.8035005133e+05 1.4510345714e+04
7.9116920176e+02 8.8474797110e+05 1.4511179933e+04
7.9363266213e+02 8.8916859011e+05 1.4512012589e+04
7.9610379297e+02 8.9361203028e+05 1.4512843685e+04
7.9858261815e+02 8.9807841421e+05 1.4513673223e+04
8.0106916165e+02 9.0256786520e+05 1.4514501206e+04
8.0356344749e+02 9.0708050723e+05 1.4515327635e+04
8.0606549977e+02 9.1161646499e+05 1.4516152512e+04
8.0857534269e+02 9.1617586386e+05 1.4516975840e+04
8.1109300049e+02 9.2075882994e+05 1.4517797622e+04
8.1361849751e+02 9.2536549001e+05 1.4518617859e+04
8.1615185817e+02 9.2999597158e+05 1.4519436553e+04
8.1869310694e+02 9.3465040289e+05 1.4520253708e+04
8.2124226838e+02 9.3932891288e+05 1.4521069324e+04
8.2379936714e+02 9.4403163122e+05 1.4521883405e+04
8.2636442793e+02 9.4875868831e+05 1.4522695952e+04
8.2893747553e+02 9.5351021530e+05 1.4523506968e+04
8.3151853483e+02 9.5828634406e+05 1.4524316454e+04
8.3410763075e+02 9.6308720721e+05 1.4525124414e+04
8.3670478834e+02 9.6791293810e+05 1.4525930849e+04
8.3931003268e+02 9.7276367086e+05 1.4526735762e+04
8.4192338897e+02 9.7763954036e+05 1.4527539154e+04
8.4454488245e+02 9.8254068223e+05 1.4528341028e+04
8.4717453846e+02 9.8746723287e+05 1.4529141386e+04
8.4981238243e+02 9.9241932944e+05 1.4529940231e+04
8.5245843984e+02 9.9739710988e+05 1.4530737564e+04
8.5511273626e+02 1.0024007129e+06 1.4531533387e+04
8.5777529736e+02 1.0074302780e+06 1.4532327703e+04
8.6044614886e+02 1.0124859455e+06 1.4533120515e+04
8.6312531659e+02 1.0175678565e+06 1.4533911823e+04
8.6581282643e+02 1.0226761528e+06 1.4534701631e+04
8.6850870435e+02 1.0278109771e+06 1.4535489940e+04
8.7121297642e+02 1.0329724729e+06 1.4536276753e+04
8.7392566878e+02 1.0381607845e+06 1.4537062072e+04
8.7664680763e+02 1.0433760570e+06 1.4537845898e+04
8.7937641928e+02 1.0486184363e+06 1.4538628235e+04
8.8211453011e+02 1.0538880693e+06 1.4539409084e+04
8.8486116658e+02 1.0591851034e+06 1.4540188448e+04
8.8761635525e+02 1.0645096871e+06 1.4540966328e+04
8.9038012274e+02 1.0698619696e+06 1.4541742727e+04
8.9315249576e+02 1.0752421012e+06 1.4542517646e+04
8.9593350110e+02 1.0806502326e+06 1.4543291089e+04
8.9872316565e+02 1.0860865158e+06 1.4544063057e+04
9.0152151637e+02 1.0915511034e+06 1.4544833552e+04
9.0432858030e+02 1.0970441489e+06 1.4545602577e+04
9.0714438457e+02 1.1025658067e+06 1.4546370133e+04
9.0996895641e+02 1.1081162322e+06 1.4547136223e+04
9.1280232310e+02 1.1136955815e+06 1.4547900849e+04
9.1564451203e+02 1.1193040116e+06 1.4548664013e+04
9.1849555068e+02 1.1249416805e+06 1.4549425717e+04
9.2135546659e+02 1.1306087470e+06 1.4550185963e+04
9.2422428741e+02 1.1363053708e+06 1.4550944753e+04
9.2710204087e+02 1.1420317126e+06 1.4551702090e+04
9.2998875478e+02 1.1477879339e+06 1.4552457975e+04
9.3288445704e+02 1.1535741973e+06 1.4553212411e+04
9.3578917563e+02 1.1593906660e+06 1.4553965400e+04
9.3870293864e+02 1.1652375045e+06 1.4554716943e+04
9.4162577421e+02 1.1711148779e+06 1.4555467044e+04
9.4455771061e+02 1.1770229525e+06 1.4556215704e+04
9.4749877617e+02 1.1829618954e+06 1.4556962924e+04
9.5044899931e+02 1.1889318748e+06 1.4557708708e+04
9.5340840855e+02 1.1949330595e+06 1.4558453058e+04
9.5637703248e+02 1.2009656198e+06 1.4559195975e+04
9.5935489982e+02 1.2070297264e+06 1.4559937461e+04
9.6234203932e+02 1.2131255515e+06 1.4560677519e+04
9.6533847987e+02 1.2192532678e+06 1.4561416150e+04
9.6834425043e+02 1.2254130494e+06 1.4562153358e+04
9.7135938004e+02 1.2316050711e+06 1.4562889143e+04
9.7438389784e+02 1.2378295088e+06 1.4563623508e+04
9.7741783308e+02 1.2440865395e+06 1.4564356456e+04
9.8046121507e+02 1.2503763410e+06 1.4565087987e+04
9.8351407322e+02 1.2566990922e+06 1.4565818104e+04
9.8657643705e+02 1.2630549731e+06 1.4566546810e+04
9.8964833614e+02 1.2694441648e+06 1.4567274106e+04
9.9272980020e+02 1.2758668490e+06 1.4567999994e+04
9.9582085900e+02 1.2823232090e+06 1.4568724476e+04
9.9892154242e+02 1.2888134288e+06 1.4569447555e+04
1.0020318804e+03 1.2953376936e+06 1.4570169233e+04
1.0051519031e+03 1.3018961894e+06 1.4570889511e+04
1.0082816405e+03 1.3084891037e+06 1.4571608391e+04
1.0114211230e+03 1.3151166246e+06 1.4572325877e+04
1.0145703809e+03 1.3217789417e+06 1.4573041968e+04
1.0177294446e+03 1.3284762454e+06 1.4573756669e+04
1.0208983447e+03 1.3352087272e+06 1.4574469980e+04
1.0240771118e+03 1.3419765799e+06 1.4575181905e+04
1.0272657766e+03 1.3487799972e+06 1.4575892444e+04
1.0304643699e+03 1.3556191740e+06 1.4576601600e+04
1.0336729227e+03 1.3624943062e+06 1.4577309374e+04
1.0368914660e+03 1.3694055911e+06 1.4578015770e+04
1.0401200308e+03 1.3763532268e+06 1.4578720789e+04
1.0433586483e+03 1.3833374127e+06 1.4579424432e+04
1.0466073500e+03 1.3903583494e+06 1.4580126703e+04
1.0498661671e+03 1.3974162384e+06 1.4580827602e+04
1.0531351312e+03 1.4045112827e+06 1.4581527133e+04
1.0564142738e+03 1.4116436862e+06 1.4582225297e+04
1.0597036267e+03 1.4188136540e+06 1.4582922095e+04
1.0630032216e+03 1.4260213926e+06 1.4583617531e+04
1.0663130905e+03 1.4332671094e+06 1.4584311606e+04
1.0696332653e+03 1.4405510130e+06 1.4585004322e+04
1.0729637781e+03 1.4478733135e+06 1.4585695681e+04
1.0763046611e+03 1.4552342219e+06 1.4586385685e+04
1.0796559466e+03 1.4626339506e+06 1.4587074336e+04
1.0830176670e+03 1.4700727130e+06 1.4587761636e+04
1.0863898548e+03 1.4775507239e+06 1.4588447588e+04
1.0897725425e+03 1.4850681994e+06 1.4589132192e+04
1.0931657629e+03 1.4926253566e+06 1.4589815451e+04
1.0965695487e+03 1.5002224140e+06 1.4590497367e+04
1.0999839330e+03 1.5078595914e+06 1.4591177943e+04
1.1034089485e+03 1.5155371098e+06 1.4591857179e+04
1.1068446285e+03 1.5232551914e+06 1.4592535078e+04
1.1102910062e+03 1.5310140599e+06 1.4593211643e+04
1.1137481149e+03 1.5388139399e+06 1.4593886874e+04
1.1172159879e+03 1.5466550577e+06 1.4594560774e+04
1.1206946589e+03 1.5545376407e+06 1.4595233345e+04
1.1241841613e+03 1.5624619176e+06 1.4595904589e+04
1.1276845290e+03 1.5704281184e+06 1.4596574507e+04
1.1311957958e+03 1.5784364746e+06 1.4597243103e+04
1.1347179956e+03 1.5864872189e+06 1.4597910377e+04
1.1382511625e+03 1.5945805852e+06 1.4598576331e+04
1.1417953306e+03 1.6027168091e+06 1.4599240969e+04
1.1453505341e+03 1.6108961272e+06 1.4599904291e+04
1.1489168075e+03 1.6191187777e+06 1.4600566300e+04
1.1524941852e+03 1.6273850001e+06 1.4601226997e+04
1.1560827017e+03 1.6356950352e+06 1.4601886384e+04
1.1596823918e+03 1.6440491252e+06 1.4602544464e+04
1.1632932902e+03 1.6524475140e+06 1.4603201238e+04
1.1669154318e+03 1.6608904465e+06 1.4603856709e+04
1.1705488517e+03 1.6693781691e+06 1.4604510878e+04
1.1741935850e+03 1.6779109299e+06 1.4605163747e+04
1.1778496669e+03 1.6864889781e+06 1.4605815318e+04
1.1815171326e+03 1.6951125645e+06 1.4606465593e+04
1.1851960178e+03 1.7037819413e+06 1.4607114574e+04
1.1888863579e+03 1.7124973622e+06 1.4607762263e+04
1.1925881886e+03 1.7212590824e+06 1.4608408662e+04
1.1963015456e+03 1.7300673584e+06 1.4609053773e+04
1.2000264650e+03 1.7389224483e+06 1.4609697597e+04
1.2037629826e+03 1.7478246118e+06 1.4610340137e+04
1.2075111345e+03 1.7567741099e+06 1.4610981394e+04
1.2112709571e+03 1.7657712053e+06 1.4611621371e+04
1.2150424866e+03 1.7748161620e+06 1.4612260070e+04
1.2188257596e+03 1.7839092457e+06 1.4612897491e+04
1.2226208124e+03 1.7930507235e+06 1.4613533638e+04
1.2264276820e+03 1.8022408643e+06 1.4614168512e+04
1.2302464049e+03 1.8114799384e+06 1.4614802114e+04
1.2340770182e+03 1.8207682174e+06 1.4615434448e+04
1.2379195589e+03 1.8301059750e+06 1.4616065515e+04
1.2417740640e+03 1.8394934860e+06 1.4616695316e+04
1.2456405710e+03 1.8489310272e+06 1.4617323854e+04
1.2495191170e+03 1.8584188766e+06 1.4617951130e+04
1.2534097397e+03 1.8679573142e+06 1.4618577147e+04
1.2573124766e+03 1.8775466214e+06 1.4619201906e+04
1.2612273654e+03 1.8871870812e+06 1.4619825409e+04
1.2651544440e+03 1.8968789783e+06 1.4620447659e+04
1.2690937503e+03 1.9066225992e+06 1.4621068656e+04
1.2730453224e+03 1.9164182318e+06 1.4621688403e+04
1.2770091985e+03 1.9262661659e+06 1.4622306902e+04
1.2809854170e+03 1.9361666928e+06 1.4622924154e+04
1.2849740161e+03 1.9461201056e+06 1.4623540162e+04
1.2889750346e+03 1.9561266991e+06 1.4624154928e+04
1.2929885109e+03 1.9661867698e+06 1.4624768452e+04
1.2970144841e+03 1.9763006158e+06 1.4625380738e+04
1.3010529929e+03 1.9864685372e+06 1.4625991787e+04
1.3051040764e+03 1.9966908355e+06 1.4626601600e+04
1.3091677737e+03 2.0069678143e+06 1.4627210180e+04
1.3132441242e+03 2.0172997787e+06 1.4627817529e+04
1.3173331671e+03 2.0276870357e+06 1.4628423649e+04
1.3214349421e+03 2.0381298941e+06 1.4629028540e+04
1.3255494888e+03 2.0486286645e+06 1.4629632206e+04
1.3296768469e+03 2.0591836591e+06 1.4630234648e+04
1.3338170564e+03 2.0697951922e+06 1.4630835868e+04
1.3379701572e+03 2.0804635798e+06 1.4631435867e+04
1.3421361895e+03 2.0911891397e+06 1.4632034648e+04
1.3463151936e+03 2.1019721916e+06 1.4632632213e+04
1.3505072098e+03 2.1128130572e+06 1.4633228562e+04
1.3547122787e+03 2.1237120597e+06 1.4633823699e+04
1.3589304409e+03 2.1346695247e+06 1.4634417625e+04
1.3631617372e+03 2.1456857791e+06 1.4635010342e+04
1.3674062084e+03 2.1567611523e+06 1.4635601851e+04
1.3716638956e+03 2.1678959752e+06 1.4636192155e+04
1.3759348400e+03 2.1790905807e+06 1.4636781256e+04
1.3802190828e+03 2.1903453039e+06 1.4637369154e+04
1.3845166654e+03 2.2016604815e+06 1.4637955852e+04
1.3888276294e+03 2.2130364525e+06 1.4638541353e+04
1.3931520164e+03 2.2244735575e+06 1.4639125656e+04
1.3974898683e+03 2.2359721394e+06 1.4639708766e+04
1.4018412269e+03 2.2475325431e+06 1.4640290683e+04
1.4062061343e+03 2.2591551152e+06 1.4640871408e+04
1.4105846327e+03 2.2708402046e+06 1.4641450945e+04
1.4149767644e+03 2.2825881623e+06 1.4642029295e+04
1.4193825719e+03 2.2943993411e+06 1.4642606459e+04
1.4238020977e+03 2.3062740960e+06 1.4643182440e+04
1.4282353846e+03 2.3182127840e+06 1.4643757239e+04
1.4326824754e+03 2.3302157644e+06 1.4644330857e+04
1.4371434131e+03 2.3422833983e+06 1.4644903298e+04
1.4416182407e+03 2.3544160491e+06 1.4645474562e+04
1.4461070017e+03 2.3666140822e+06 1.4646044652e+04
1.4506097393e+03 2.3788778654e+06 1.4646613569e+04
1.4551264970e+03 2.3912077684e+06 1.4647181316e+04
1.4596573185e+03 2.4036041630e+06 1.4647747893e+04
1.4642022477e+03 2.4160674234e+06 1.4648313302e+04
1.4687613283e+03 2.4285979260e+06 1.4648877547e+04
1.4733346046e+03 2.4411960491e+06 1.4649440627e+04
1.4779221206e+03 2.4538621735e+06 1.4650002546e+04
1.4825239208e+03 2.4665966822e+06 1.4650563304e+04
1.4871400496e+03 2.4793999604e+06 1.4651122904e+04
1.4917705516e+03 2.4922723954e+06 1.4651681347e+04
1.4964154716e+03 2.5052143770e+06 1.4652238636e+04
1.5010748545e+03 2.5182262972e+06 1.4652794772e+04
1.5057487452e+03 2.5313085503e+06 1.4653349756e+04
1.5104371891e+03 2.5444615329e+06 1.4653903591e+04
1.5151402313e+03 2.5576856440e+06 1.4654456278e+04
1.5198579173e+03 2.5709812847e+06 1.4655007820e+04
1.5245902928e+03 2.5843488588e+06 1.4655558217e+04
1.5293374035e+03 2.5977887722e+06 1.4656107472e+04
1.5340992953e+03 2.6113014333e+06 1.4656655587e+04
1.5388760141e+03 2.6248872529e+06 1.4657202562e+04
1.5436676062e+03 2.6385466441e+06 1.4657748401e+04
1.5484741178e+03 2.6522800226e+06 1.4658293104e+04
1.5532955955e+03 2.6660878064e+06 1.4658836674e+04
1.5581320857e+03 2.6799704161e+06 1.4659379113e+04
1.5629836354e+03 2.6939282745e+06 1.4659920421e+04
1.5678502912e+03 2.7079618072e+06 1.4660460601e+04
1.5727321004e+03 2.7220714421e+06 1.4660999654e+04
1.5776291100e+03 2.7362576097e+06 1.4661537583e+04
1.5825413675e+03 2.7505207429e+06 1.4662074389e+04
1.5874689202e+03 2.7648612775e+06 1.4662610074e+04
1.5924118158e+03 2.7792796513e+06 1.4663144639e+04
1.5973701021e+03 2.7937763052e+06 1.4663678087e+04
1.6023438270e+03 2.8083516825e+06 1.4664210419e+04
1.6073330385e+03 2.8230062289e+06 1.4664741636e+04
1.6123377849e+03 2.8377403931e+06 1.4665271742e+04
1.6173581146e+03 2.8525546261e+06 1.4665800736e+04
1.6223940761e+03 2.8674493819e+06 1.4666328621e+04
1.6274457180e+03 2.8824251168e+06 1.4666855400e+04
1.6325130893e+03 2.8974822900e+06 1.4667381072e+04
1.6375962387e+03 2.9126213634e+06 1.4667905641e+04
1.6426952156e+03 2.9278428015e+06 1.4668429108e+04
1.6478100691e+03 2.9431470718e+06 1.4668951475e+04
1.6529408487e+03 2.9585346443e+06 1.4669472743e+04
1.6580876040e+03 2.9740059918e+06 1.4669992915e+04
1.6632503847e+03 2.9895615900e+06 1.4670511991e+04
1.6684292407e+03 3.0052019173e+06 1.4671029974e+04
1.6736242222e+03 3.0209274550e+06 1.4671546865e+04
1.6788353792e+03 3.0367386872e+06 1.4672062667e+04
1.6840627622e+03 3.0526361008e+06 1.4672577380e+04
1.6893064217e+03 3.0686201857e+06 1.4673091006e+04
1.6945664083e+03 3.0846914345e+06 1.4673603548e+04
1.6998427729e+03 3.1008503430e+06 1.4674115007e+04
1.7051355666e+03 3.1170974096e+06 1.4674625385e+04
1.7104448403e+03 3.1334331359e+06 1.4675134683e+04
1.7157706456e+03 3.1498580263e+06 1.4675642903e+04
1.7211130338e+03 3.1663725882e+06 1.4676150047e+04
1.7264720565e+03 3.1829773320e+06 1.4676656116e+04
1.7318477656e+03 3.1996727713e+06 1.4677161112e+04
1.7372402131e+03 3.2164594225e+06 1.4677665038e+04
1.7426494510e+03 3.2333378051e+06 1.4678167894e+04
1.7480755316e+03 3.2503084417e+06 1.4678669682e+04
1.7535185073e+03 3.2673718580e+06 1.4679170405e+04
1.7589784309e+03 3.2845285828e+06 1.4679670063e+04
1.7644553550e+03 3.3017791480e+06 1.4680168658e+04
1.7699493325e+03 3.3191240887e+06 1.4680666193e+04
1.7754604167e+03 3.3365639431e+06 1.4681162668e+04
1.7809886607e+03 3.3540992526e+06 1.4681658086e+04
1.7865341179e+03 3.3717305619e+06 1.4682152448e+04
1.7920968420e+03 3.3894584188e+06 1.4682645756e+04
1.7976768868e+03 3.4072833744e+06 1.4683138012e+04
1.8032743061e+03 3.4252059829e+06 1.4683629217e+04
1.8088891541e+03 3.4432268021e+06 1.4684119372e+04
1.8145214850e+03 3.4613463929e+06 1.4684608481e+04
1.8201713533e+03 3.4795653195e+06 1.4685096543e+04
1.8258388135e+03 3.4978841495e+06 1.4685583562e+04
1.8315239205e+03 3.5163034539e+06 1.4686069538e+04
1.8372267292e+03 3.5348238070e+06 1.4686554473e+04
1.8429472947e+03 3.5534457865e+06 1.4687038370e+04
1.8486856723e+03 3.5721699736e+06 1.4687521229e+04
1.8544419175e+03 3.5909969530e+06 1.4688003052e+04
1.8602160858e+03 3.6099273126e+06 1.4688483842e+04
1.8660082332e+03 3.6289616440e+06 1.4688963599e+04
1.8718184155e+03 3.6481005424e+06 1.4689442325e+04
1.8776466890e+03 3.6673446063e+06 1.4689920023e+04
1.8834931100e+03 3.6866944378e+06 1.4690396693e+04
1.8893577350e+03 3.7061506427e+06 1.4690872337e+04
1.8952406206e+03 3.7257138303e+06 1.4691346957e+04
1.9011418237e+03 3.7453846135e+06 1.4691820555e+04
1.9070614014e+03 3.7651636089e+06 1.4692293133e+04
1.9129994108e+03 3.7850514367e+06 1.4692764691e+04
1.9189559094e+03 3.8050487208e+06 1.4693235231e+04
1.9249309547e+03 3.8251560889e+06 1.4693704756e+04
1.9309246045e+03 3.8453741723e+06 1.4694173267e+04
