z H(z)_km_s_Mpc chi_Mpc
1.3826913457e+01 2.0185600847e+03 1.0764625703e+04
1.3836918459e+01 2.0206067259e+03 1.0766110873e+04
1.3846923462e+01 2.0226540634e+03 1.0767594539e+04
1.3856928464e+01 2.0247020969e+03 1.0769076704e+04
1.3866933467e+01 2.0267508263e+03 1.0770557371e+04
1.3876938469e+01 2.0288002513e+03 1.0772036541e+04
1.3886943472e+01 2.0308503717e+03 1.0773514217e+04
1.3896948474e+01 2.0329011872e+03 1.0774990403e+04
1.3906953477e+01 2.0349526976e+03 1.0776465099e+04
1.3916958479e+01 2.0370049027e+03 1.0777938310e+04
1.3926963482e+01 2.0390578023e+03 1.0779410036e+04
1.3936968484e+01 2.0411113961e+03 1.0780880282e+04
1.3946973487e+01 2.0431656839e+03 1.0782349048e+04
1.3956978489e+01 2.0452206655e+03 1.0783816339e+04
1.3966983492e+01 2.0472763407e+03 1.0785282155e+04
1.3976988494e+01 2.0493327092e+03 1.0786746501e+04
1.3986993497e+01 2.0513897707e+03 1.0788209377e+04
1.3996998499e+01 2.0534475252e+03 1.0789670787e+04
1.4007003502e+01 2.0555059722e+03 1.0791130733e+04
1.4017008504e+01 2.0575651117e+03 1.0792589217e+04
1.4027013507e+01 2.0596249434e+03 1.0794046243e+04
1.4037018509e+01 2.0616854670e+03 1.0795501811e+04
1.4047023512e+01 2.0637466824e+03 1.0796955926e+04
1.4057028514e+01 2.0658085893e+03 1.0798408588e+04
1.4067033517e+01 2.0678711875e+03 1.0799859801e+04
1.4077038519e+01 2.0699344768e+03 1.0801309567e+04
1.4087043522e+01 2.0719984569e+03 1.0802757889e+04
1.4097048524e+01 2.0740631276e+03 1.0804204768e+04
1.4107053527e+01 2.0761284887e+03 1.0805650207e+04
1.4117058529e+01 2.0781945399e+03 1.0807094209e+04
1.4127063532e+01 2.0802612811e+03 1.0808536776e+04
1.4137068534e+01 2.0823287120e+03 1.0809977910e+04
1.4147073537e+01 2.0843968325e+03 1.0811417613e+04
1.4157078539e+01 2.0864656422e+03 1.0812855889e+04
1.4167083542e+01 2.0885351409e+03 1.0814292739e+04
1.4177088544e+01 2.0906053285e+03 1.0815728166e+04
1.4187093547e+01 2.0926762046e+03 1.0817162172e+04
1.4197098549e+01 2.0947477692e+03 1.0818594759e+04
1.4207103552e+01 2.0968200219e+03 1.0820025930e+04
1.4217108554e+01 2.0988929626e+03 1.0821455687e+04
1.4227113557e+01 2.1009665910e+03 1.0822884032e+04
1.4237118559e+01 2.1030409068e+03 1.0824310968e+04
1.4247123562e+01 2.1051159100e+03 1.0825736497e+04
1.4257128564e+01 2.1071916002e+03 1.0827160622e+04
1.4267133567e+01 2.1092679772e+03 1.0828583344e+04
1.4277138569e+01 2.1113450409e+03 1.0830004666e+04
1.4287143572e+01 2.1134227909e+03 1.0831424590e+04
1.4297148574e+01 2.1155012271e+03 1.0832843119e+04
1.4307153577e+01 2.1175803493e+03 1.0834260254e+04
1.4317158579e+01 2.1196601572e+03 1.0835675999e+04
1.4327163582e+01 2.1217406506e+03 1.0837090355e+04
1.4337168584e+01 2.1238218294e+03 1.0838503324e+04
1.4347173587e+01 2.1259036932e+03 1.0839914909e+04
1.4357178589e+01 2.1279862418e+03 1.0841325113e+04
1.4367183592e+01 2.1300694751e+03 1.0842733936e+04
1.4377188594e+01 2.1321533928e+03 1.0844141383e+04
1.4387193597e+01 2.1342379947e+03 1.0845547454e+04
1.4397198599e+01 2.1363232807e+03 1.0846952152e+04
1.4407203602e+01 2.1384092503e+03 1.0848355480e+04
1.4417208604e+01 2.1404959036e+03 1.0849757439e+04
1.4427213607e+01 2.1425832401e+03 1.0851158032e+04
1.4437218609e+01 2.1446712598e+03 1.0852557261e+04
1.4447223612e+01 2.1467599624e+03 1.0853955128e+04
1.4457228614e+01 2.1488493477e+03 1.0855351635e+04
1.4467233617e+01 2.1509394154e+03 1.0856746785e+04
1.4477238619e+01 2.1530301654e+03 1.0858140580e+04
1.4487243622e+01 2.1551215974e+03 1.0859533021e+04
1.4497248624e+01 2.1572137113e+03 1.0860924112e+04
1.4507253627e+01 2.1593065067e+03 1.0862313854e+04
1.4517258629e+01 2.1613999836e+03 1.0863702250e+04
1.4527263632e+01 2.1634941416e+03 1.0865089301e+04
1.4537268634e+01 2.1655889806e+03 1.0866475010e+04
1.4547273637e+01 2.1676845003e+03 1.0867859379e+04
1.4557278639e+01 2.1697807005e+03 1.0869242411e+04
1.4567283642e+01 2.1718775811e+03 1.0870624106e+04
1.4577288644e+01 2.1739751418e+03 1.0872004468e+04
1.4587293647e+01 2.1760733824e+03 1.0873383499e+04
1.4597298649e+01 2.1781723026e+03 1.0874761200e+04
1.4607303652e+01 2.1802719023e+03 1.0876137574e+04
1.4617308654e+01 2.1823721813e+03 1.0877512623e+04
1.4627313657e+01 2.1844731393e+03 1.0878886350e+04
1.4637318659e+01 2.1865747761e+03 1.0880258755e+04
1.4647323662e+01 2.1886770916e+03 1.0881629842e+04
1.4657328664e+01 2.1907800854e+03 1.0882999612e+04
1.4667333667e+01 2.1928837574e+03 1.0884368068e+04
1.4677338669e+01 2.1949881074e+03 1.0885735211e+04
1.4687343672e+01 2.1970931352e+03 1.0887101044e+04
1.4697348674e+01 2.1991988405e+03 1.0888465569e+04
1.4707353677e+01 2.2013052232e+03 1.0889828788e+04
1.4717358679e+01 2.2034122830e+03 1.0891190703e+04
1.4727363682e+01 2.2055200197e+03 1.0892551316e+04
1.4737368684e+01 2.2076284331e+03 1.0893910629e+04
1.4747373687e+01 2.2097375231e+03 1.0895268644e+04
1.4757378689e+01 2.2118472893e+03 1.0896625363e+04
1.4767383692e+01 2.2139577316e+03 1.0897980789e+04
1.4777388694e+01 2.2160688498e+03 1.0899334923e+04
1.4787393697e+01 2.2181806436e+03 1.0900687767e+04
1.4797398699e+01 2.2202931129e+03 1.0902039324e+04
1.4807403702e+01 2.2224062574e+03 1.0903389596e+04
1.4817408704e+01 2.2245200769e+03 1.0904738584e+04
1.4827413707e+01 2.2266345713e+03 1.0906086290e+04
1.4837418709e+01 2.2287497403e+03 1.0907432717e+04
1.4847423712e+01 2.2308655837e+03 1.0908777867e+04
1.4857428714e+01 2.2329821013e+03 1.0910121741e+04
1.4867433717e+01 2.2350992929e+03 1.0911464342e+04
1.4877438719e+01 2.2372171583e+03 1.0912805671e+04
1.4887443722e+01 2.2393356973e+03 1.0914145732e+04
1.4897448724e+01 2.2414549096e+03 1.0915484524e+04
1.4907453727e+01 2.2435747951e+03 1.0916822052e+04
1.4917458729e+01 2.2456953535e+03 1.0918158316e+04
1.4927463732e+01 2.2478165847e+03 1.0919493318e+04
1.4937468734e+01 2.2499384884e+03 1.0920827061e+04
1.4947473737e+01 2.2520610645e+03 1.0922159547e+04
1.4957478739e+01 2.2541843127e+03 1.0923490777e+04
1.4967483742e+01 2.2563082328e+03 1.0924820754e+04
1.4977488744e+01 2.2584328247e+03 1.0926149479e+04
1.4987493747e+01 2.2605580880e+03 1.0927476955e+04
1.4997498749e+01 2.2626840227e+03 1.0928803182e+04
1.5007503752e+01 2.2648106284e+03 1.0930128165e+04
1.5017508754e+01 2.2669379051e+03 1.0931451903e+04
1.5027513757e+01 2.2690658524e+03 1.0932774400e+04
1.5037518759e+01 2.2711944702e+03 1.0934095657e+04
1.5047523762e+01 2.2733237584e+03 1.0935415676e+04
1.5057528764e+01 2.2754537166e+03 1.0936734458e+04
1.5067533767e+01 2.2775843446e+03 1.0938052007e+04
1.5077538769e+01 2.2797156424e+03 1.0939368324e+04
1.5087543772e+01 2.2818476096e+03 1.0940683410e+04
1.5097548774e+01 2.2839802460e+03 1.0941997268e+04
1.5107553777e+01 2.2861135516e+03 1.0943309900e+04
1.5117558779e+01 2.2882475260e+03 1.0944621307e+04
1.5127563782e+01 2.2903821690e+03 1.0945931492e+04
1.5137568784e+01 2.2925174805e+03 1.0947240456e+04
1.5147573787e+01 2.2946534603e+03 1.0948548201e+04
1.5157578789e+01 2.2967901081e+03 1.0949854729e+04
1.5167583792e+01 2.2989274237e+03 1.0951160042e+04
1.5177588794e+01 2.3010654070e+03 1.0952464142e+04
1.5187593797e+01 2.3032040577e+03 1.0953767030e+04
1.5197598799e+01 2.3053433757e+03 1.0955068709e+04
1.5207603802e+01 2.3074833607e+03 1.0956369181e+04
1.5217608804e+01 2.3096240125e+03 1.0957668447e+04
1.5227613807e+01 2.3117653310e+03 1.0958966509e+04
1.5237618809e+01 2.3139073159e+03 1.0960263369e+04
1.5247623812e+01 2.3160499671e+03 1.0961559028e+04
1.5257628814e+01 2.3181932843e+03 1.0962853490e+04
1.5267633817e+01 2.3203372673e+03 1.0964146755e+04
1.5277638819e+01 2.3224819160e+03 1.0965438826e+04
1.5287643822e+01 2.3246272301e+03 1.0966729703e+04
1.5297648824e+01 2.3267732094e+03 1.0968019390e+04
1.5307653827e+01 2.3289198538e+03 1.0969307888e+04
1.5317658829e+01 2.3310671630e+03 1.0970595198e+04
1.5327663832e+01 2.3332151369e+03 1.0971881323e+04
1.5337668834e+01 2.3353637752e+03 1.0973166265e+04
1.5347673837e+01 2.3375130777e+03 1.0974450024e+04
1.5357678839e+01 2.3396630443e+03 1.0975732604e+04
1.5367683842e+01 2.3418136747e+03 1.0977014005e+04
1.5377688844e+01 2.3439649688e+03 1.0978294230e+04
1.5387693847e+01 2.3461169263e+03 1.0979573280e+04
1.5397698849e+01 2.3482695470e+03 1.0980851157e+04
1.5407703852e+01 2.3504228309e+03 1.0982127863e+04
1.5417708854e+01 2.3525767775e+03 1.0983403400e+04
1.5427713857e+01 2.3547313869e+03 1.0984677770e+04
1.5437718859e+01 2.3568866587e+03 1.0985950973e+04
1.5447723862e+01 2.3590425927e+03 1.0987223013e+04
1.5457728864e+01 2.3611991889e+03 1.0988493891e+04
1.5467733867e+01 2.3633564469e+03 1.0989763608e+04
1.5477738869e+01 2.3655143666e+03 1.0991032167e+04
1.5487743872e+01 2.3676729477e+03 1.0992299569e+04
1.5497748874e+01 2.3698321902e+03 1.0993565815e+04
1.5507753877e+01 2.3719920937e+03 1.0994830908e+04
1.5517758879e+01 2.3741526581e+03 1.0996094850e+04
1.5527763882e+01 2.3763138832e+03 1.0997357642e+04
1.5537768884e+01 2.3784757689e+03 1.0998619285e+04
1.5547773887e+01 2.3806383148e+03 1.0999879782e+04
1.5557778889e+01 2.3828015208e+03 1.1001139135e+04
1.5567783892e+01 2.3849653868e+03 1.1002397344e+04
1.5577788894e+01 2.3871299125e+03 1.1003654413e+04
1.5587793897e+01 2.3892950977e+03 1.1004910342e+04
1.5597798899e+01 2.3914609422e+03 1.1006165133e+04
1.5607803902e+01 2.3936274459e+03 1.1007418788e+04
1.5617808904e+01 2.3957946086e+03 1.1008671308e+04
1.5627813907e+01 2.3979624300e+03 1.1009922696e+04
1.5637818909e+01 2.4001309099e+03 1.1011172953e+04
1.5647823912e+01 2.4023000482e+03 1.1012422081e+04
1.5657828914e+01 2.4044698447e+03 1.1013670081e+04
1.5667833917e+01 2.4066402992e+03 1.1014916955e+04
1.5677838919e+01 2.4088114115e+03 1.1016162706e+04
1.5687843922e+01 2.4109831813e+03 1.1017407333e+04
1.5697848924e+01 2.4131556086e+03 1.1018650840e+04
1.5707853927e+01 2.4153286931e+03 1.1019893228e+04
1.5717858929e+01 2.4175024345e+03 1.1021134498e+04
1.5727863932e+01 2.4196768329e+03 1.1022374653e+04
1.5737868934e+01 2.4218518878e+03 1.1023613693e+04
1.5747873937e+01 2.4240275992e+03 1.1024851621e+04
1.5757878939e+01 2.4262039669e+03 1.1026088438e+04
1.5767883942e+01 2.4283809906e+03 1.1027324146e+04
1.5777888944e+01 2.4305586702e+03 1.1028558747e+04
1.5787893947e+01 2.4327370055e+03 1.1029792242e+04
1.5797898949e+01 2.4349159962e+03 1.1031024632e+04
1.5807903952e+01 2.4370956423e+03 1.1032255921e+04
1.5817908954e+01 2.4392759435e+03 1.1033486108e+04
1.5827913957e+01 2.4414568996e+03 1.1034715196e+04
1.5837918959e+01 2.4436385104e+03 1.1035943186e+04
1.5847923962e+01 2.4458207758e+03 1.1037170080e+04
1.5857928964e+01 2.4480036955e+03 1.1038395880e+04
1.5867933967e+01 2.4501872694e+03 1.1039620587e+04
1.5877938969e+01 2.4523714972e+03 1.1040844203e+04
1.5887943972e+01 2.4545563788e+03 1.1042066730e+04
1.5897948974e+01 2.4567419141e+03 1.1043288169e+04
1.5907953977e+01 2.4589281027e+03 1.1044508521e+04
1.5917958979e+01 2.4611149445e+03 1.1045727789e+04
1.5927963982e+01 2.4633024394e+03 1.1046945974e+04
1.5937968984e+01 2.4654905871e+03 1.1048163077e+04
1.5947973987e+01 2.4676793875e+03 1.1049379100e+04
1.5957978989e+01 2.4698688404e+03 1.1050594045e+04
1.5967983992e+01 2.4720589455e+03 1.1051807913e+04
1.5977988994e+01 2.4742497027e+03 1.1053020707e+04
1.5987993997e+01 2.4764411118e+03 1.1054232426e+04
1.5997998999e+01 2.4786331726e+03 1.1055443074e+04
1.6008004002e+01 2.4808258850e+03 1.1056652652e+04
1.6018009005e+01 2.4830192486e+03 1.1057861160e+04
1.6028014007e+01 2.4852132635e+03 1.1059068602e+04
1.6038019010e+01 2.4874079293e+03 1.1060274978e+04
1.6048024012e+01 2.4896032459e+03 1.1061480289e+04
1.6058029015e+01 2.4917992131e+03 1.1062684538e+04
1.6068034017e+01 2.4939958307e+03 1.1063887727e+04
1.6078039020e+01 2.4961930985e+03 1.1065089855e+04
1.6088044022e+01 2.4983910164e+03 1.1066290926e+04
1.6098049025e+01 2.5005895841e+03 1.1067490941e+04
1.6108054027e+01 2.5027888015e+03 1.1068689901e+04
1.6118059030e+01 2.5049886684e+03 1.1069887807e+04
1.6128064032e+01 2.5071891845e+03 1.1071084662e+04
1.6138069035e+01 2.5093903498e+03 1.1072280467e+04
1.6148074037e+01 2.5115921640e+03 1.1073475223e+04
1.6158079040e+01 2.5137946270e+03 1.1074668932e+04
1.6168084042e+01 2.5159977385e+03 1.1075861596e+04
1.6178089045e+01 2.5182014984e+03 1.1077053215e+04
1.6188094047e+01 2.5204059065e+03 1.1078243792e+04
1.6198099050e+01 2.5226109626e+03 1.1079433328e+04
1.6208104052e+01 2.5248166665e+03 1.1080621825e+04
1.6218109055e+01 2.5270230180e+03 1.1081809283e+04
1.6228114057e+01 2.5292300170e+03 1.1082995705e+04
1.6238119060e+01 2.5314376633e+03 1.1084181092e+04
1.6248124062e+01 2.5336459567e+03 1.1085365445e+04
1.6258129065e+01 2.5358548970e+03 1.1086548767e+04
1.6268134067e+01 2.5380644840e+03 1.1087731058e+04
1.6278139070e+01 2.5402747175e+03 1.1088912320e+04
1.6288144072e+01 2.5424855974e+03 1.1090092555e+04
1.6298149075e+01 2.5446971235e+03 1.1091271764e+04
1.6308154077e+01 2.5469092956e+03 1.1092449948e+04
1.6318159080e+01 2.5491221135e+03 1.1093627109e+04
1.6328164082e+01 2.5513355770e+03 1.1094803248e+04
1.6338169085e+01 2.5535496860e+03 1.1095978368e+04
1.6348174087e+01 2.5557644403e+03 1.1097152468e+04
1.6358179090e+01 2.5579798396e+03 1.1098325552e+04
1.6368184092e+01 2.5601958839e+03 1.1099497620e+04
1.6378189095e+01 2.5624125728e+03 1.1100668674e+04
1.6388194097e+01 2.5646299064e+03 1.1101838715e+04
1.6398199100e+01 2.5668478842e+03 1.1103007744e+04
1.6408204102e+01 2.5690665063e+03 1.1104175764e+04
1.6418209105e+01 2.5712857724e+03 1.1105342775e+04
1.6428214107e+01 2.5735056823e+03 1.1106508780e+04
1.6438219110e+01 2.5757262358e+03 1.1107673779e+04
1.6448224112e+01 2.5779474328e+03 1.1108837774e+04
1.6458229115e+01 2.5801692731e+03 1.1110000766e+04
1.6468234117e+01 2.5823917565e+03 1.1111162757e+04
1.6478239120e+01 2.5846148829e+03 1.1112323748e+04
1.6488244122e+01 2.5868386519e+03 1.1113483741e+04
1.6498249125e+01 2.5890630636e+03 1.1114642737e+04
1.6508254127e+01 2.5912881176e+03 1.1115800738e+04
1.6518259130e+01 2.5935138138e+03 1.1116957744e+04
1.6528264132e+01 2.5957401521e+03 1.1118113758e+04
1.6538269135e+01 2.5979671322e+03 1.1119268781e+04
1.6548274137e+01 2.6001947540e+03 1.1120422814e+04
1.6558279140e+01 2.6024230173e+03 1.1121575858e+04
1.6568284142e+01 2.6046519219e+03 1.1122727916e+04
1.6578289145e+01 2.6068814677e+03 1.1123878988e+04
1.6588294147e+01 2.6091116544e+03 1.1125029075e+04
1.6598299150e+01 2.6113424819e+03 1.1126178180e+04
1.6608304152e+01 2.6135739500e+03 1.1127326304e+04
1.6618309155e+01 2.6158060585e+03 1.1128473448e+04
1.6628314157e+01 2.6180388073e+03 1.1129619613e+04
1.6638319160e+01 2.6202721962e+03 1.1130764800e+04
1.6648324162e+01 2.6225062250e+03 1.1131909012e+04
1.6658329165e+01 2.6247408935e+03 1.1133052250e+04
1.6668334167e+01 2.6269762015e+03 1.1134194514e+04
1.6678339170e+01 2.6292121490e+03 1.1135335807e+04
1.6688344172e+01 2.6314487356e+03 1.1136476129e+04
1.6698349175e+01 2.6336859612e+03 1.1137615483e+04
1.6708354177e+01 2.6359238257e+03 1.1138753869e+04
1.6718359180e+01 2.6381623288e+03 1.1139891289e+04
1.6728364182e+01 2.6404014705e+03 1.1141027743e+04
1.6738369185e+01 2.6426412504e+03 1.1142163235e+04
1.6748374187e+01 2.6448816685e+03 1.1143297764e+04
1.6758379190e+01 2.6471227246e+03 1.1144431333e+04
1.6768384192e+01 2.6493644185e+03 1.1145563942e+04
1.6778389195e+01 2.6516067499e+03 1.1146695593e+04
1.6788394197e+01 2.6538497188e+03 1.1147826287e+04
1.6798399200e+01 2.6560933250e+03 1.1148956026e+04
1.6808404202e+01 2.6583375683e+03 1.1150084811e+04
1.6818409205e+01 2.6605824485e+03 1.1151212643e+04
1.6828414207e+01 2.6628279655e+03 1.1152339524e+04
1.6838419210e+01 2.6650741190e+03 1.1153465455e+04
1.6848424212e+01 2.6673209089e+03 1.1154590437e+04
1.6858429215e+01 2.6695683350e+03 1.1155714472e+04
1.6868434217e+01 2.6718163972e+03 1.1156837561e+04
1.6878439220e+01 2.6740650953e+03 1.1157959705e+04
1.6888444222e+01 2.6763144291e+03 1.1159080906e+04
1.6898449225e+01 2.6785643984e+03 1.1160201165e+04
1.6908454227e+01 2.6808150031e+03 1.1161320483e+04
1.6918459230e+01 2.6830662429e+03 1.1162438861e+04
1.6928464232e+01 2.6853181178e+03 1.1163556302e+04
1.6938469235e+01 2.6875706275e+03 1.1164672805e+04
1.6948474237e+01 2.6898237719e+03 1.1165788373e+04
1.6958479240e+01 2.6920775508e+03 1.1166903007e+04
1.6968484242e+01 2.6943319640e+03 1.1168016708e+04
1.6978489245e+01 2.6965870113e+03 1.1169129478e+04
1.6988494247e+01 2.6988426927e+03 1.1170241317e+04
1.6998499250e+01 2.7010990078e+03 1.1171352227e+04
1.7008504252e+01 2.7033559566e+03 1.1172462209e+04
1.7018509255e+01 2.7056135389e+03 1.1173571265e+04
1.7028514257e+01 2.7078717545e+03 1.1174679396e+04
1.7038519260e+01 2.7101306031e+03 1.1175786603e+04
1.7048524262e+01 2.7123900848e+03 1.1176892887e+04
1.7058529265e+01 2.7146501992e+03 1.1177998250e+04
1.7068534267e+01 2.7169109462e+03 1.1179102693e+04
1.7078539270e+01 2.7191723257e+03 1.1180206217e+04
1.7088544272e+01 2.7214343375e+03 1.1181308824e+04
1.7098549275e+01 2.7236969813e+03 1.1182410515e+04
1.7108554277e+01 2.7259602571e+03 1.1183511290e+04
1.7118559280e+01 2.7282241647e+03 1.1184611152e+04
1.7128564282e+01 2.7304887039e+03 1.1185710102e+04
1.7138569285e+01 2.7327538744e+03 1.1186808140e+04
1.7148574287e+01 2.7350196763e+03 1.1187905268e+04
1.7158579290e+01 2.7372861092e+03 1.1189001488e+04
1.7168584292e+01 2.7395531730e+03 1.1190096800e+04
1.7178589295e+01 2.7418208676e+03 1.1191191207e+04
1.7188594297e+01 2.7440891928e+03 1.1192284708e+04
1.7198599300e+01 2.7463581484e+03 1.1193377305e+04
1.7208604302e+01 2.7486277342e+03 1.1194469001e+04
1.7218609305e+01 2.7508979501e+03 1.1195559795e+04
1.7228614307e+01 2.7531687959e+03 1.1196649689e+04
1.7238619310e+01 2.7554402714e+03 1.1197738684e+04
1.7248624312e+01 2.7577123765e+03 1.1198826782e+04
1.7258629315e+01 2.7599851111e+03 1.1199913984e+04
1.7268634317e+01 2.7622584748e+03 1.1201000290e+04
1.7278639320e+01 2.7645324676e+03 1.1202085703e+04
1.7288644322e+01 2.7668070893e+03 1.1203170223e+04
1.7298649325e+01 2.7690823398e+03 1.1204253852e+04
1.7308654327e+01 2.7713582188e+03 1.1205336591e+04
1.7318659330e+01 2.7736347262e+03 1.1206418441e+04
1.7328664332e+01 2.7759118619e+03 1.1207499403e+04
1.7338669335e+01 2.7781896256e+03 1.1208579478e+04
1.7348674337e+01 2.7804680172e+03 1.1209658669e+04
1.7358679340e+01 2.7827470365e+03 1.1210736975e+04
1.7368684342e+01 2.7850266834e+03 1.1211814398e+04
1.7378689345e+01 2.7873069578e+03 1.1212890940e+04
1.7388694347e+01 2.7895878593e+03 1.1213966601e+04
1.7398699350e+01 2.7918693879e+03 1.1215041383e+04
1.7408704352e+01 2.7941515434e+03 1.1216115287e+04
1.7418709355e+01 2.7964343257e+03 1.1217188314e+04
1.7428714357e+01 2.7987177345e+03 1.1218260465e+04
1.7438719360e+01 2.8010017697e+03 1.1219331742e+04
1.7448724362e+01 2.8032864312e+03 1.1220402146e+04
1.7458729365e+01 2.8055717188e+03 1.1221471677e+04
1.7468734367e+01 2.8078576322e+03 1.1222540337e+04
1.7478739370e+01 2.8101441714e+03 1.1223608128e+04
1.7488744372e+01 2.8124313362e+03 1.1224675050e+04
1.7498749375e+01 2.8147191264e+03 1.1225741105e+04
1.7508754377e+01 2.8170075419e+03 1.1226806293e+04
1.7518759380e+01 2.8192965824e+03 1.1227870616e+04
1.7528764382e+01 2.8215862479e+03 1.1228934075e+04
1.7538769385e+01 2.8238765381e+03 1.1229996672e+04
1.7548774387e+01 2.8261674530e+03 1.1231058407e+04
1.7558779390e+01 2.8284589922e+03 1.1232119282e+04
1.7568784392e+01 2.8307511558e+03 1.1233179297e+04
1.7578789395e+01 2.8330439434e+03 1.1234238454e+04
1.7588794397e+01 2.8353373550e+03 1.1235296755e+04
1.7598799400e+01 2.8376313904e+03 1.1236354199e+04
1.7608804402e+01 2.8399260493e+03 1.1237410789e+04
1.7618809405e+01 2.8422213318e+03 1.1238466525e+04
1.7628814407e+01 2.8445172375e+03 1.1239521409e+04
1.7638819410e+01 2.8468137664e+03 1.1240575442e+04
1.7648824412e+01 2.8491109182e+03 1.1241628625e+04
1.7658829415e+01 2.8514086928e+03 1.1242680959e+04
1.7668834417e+01 2.8537070901e+03 1.1243732445e+04
1.7678839420e+01 2.8560061099e+03 1.1244783084e+04
1.7688844422e+01 2.8583057519e+03 1.1245832878e+04
1.7698849425e+01 2.8606060162e+03 1.1246881827e+04
1.7708854427e+01 2.8629069024e+03 1.1247929934e+04
1.7718859430e+01 2.8652084104e+03 1.1248977198e+04
1.7728864432e+01 2.8675105402e+03 1.1250023621e+04
1.7738869435e+01 2.8698132914e+03 1.1251069204e+04
1.7748874437e+01 2.8721166640e+03 1.1252113949e+04
1.7758879440e+01 2.8744206578e+03 1.1253157855e+04
1.7768884442e+01 2.8767252726e+03 1.1254200926e+04
1.7778889445e+01 2.8790305083e+03 1.1255243161e+04
1.7788894447e+01 2.8813363646e+03 1.1256284561e+04
1.7798899450e+01 2.8836428416e+03 1.1257325129e+04
1.7808904452e+01 2.8859499389e+03 1.1258364864e+04
1.7818909455e+01 2.8882576564e+03 1.1259403768e+04
1.7828914457e+01 2.8905659940e+03 1.1260441843e+04
1.7838919460e+01 2.8928749515e+03 1.1261479089e+04
1.7848924462e+01 2.8951845288e+03 1.1262515507e+04
1.7858929465e+01 2.8974947256e+03 1.1263551098e+04
1.7868934467e+01 2.8998055419e+03 1.1264585864e+04
1.7878939470e+01 2.9021169774e+03 1.1265619806e+04
1.7888944472e+01 2.9044290321e+03 1.1266652924e+04
1.7898949475e+01 2.9067417057e+03 1.1267685221e+04
1.7908954477e+01 2.9090549980e+03 1.1268716696e+04
1.7918959480e+01 2.9113689091e+03 1.1269747351e+04
1.7928964482e+01 2.9136834385e+03 1.1270777187e+04
1.7938969485e+01 2.9159985863e+03 1.1271806205e+04
1.7948974487e+01 2.9183143523e+03 1.1272834407e+04
1.7958979490e+01 2.9206307362e+03 1.1273861793e+04
1.7968984492e+01 2.9229477380e+03 1.1274888364e+04
1.7978989495e+01 2.9252653575e+03 1.1275914122e+04
1.7988994497e+01 2.9275835944e+03 1.1276939067e+04
1.7998999500e+01 2.9299024488e+03 1.1277963201e+04
