z,w_z,F_zw,E2,H_km_s_Mpc,I_H
1.9937816234021246e-07,-0.24330059775554932,1.0000004526082449,1.0000004964434301,67.36001672021266,0.0
2.018487462707538e-07,-0.24330060516260404,1.0000004582167143,1.0000005025950818,67.36001692740022,0.0
2.0434994431111637e-07,-0.24330061266144282,1.000000463894681,1.0000005088229615,67.36001713715517,0.0
2.0688213581441985e-07,-0.24330062025320306,1.0000004696430058,1.0000005151280138,67.36001734950928,0.0
2.0944570483451652e-07,-0.24330062793903615,1.0000004754625604,1.0000005215111947,67.36001756449474,0.0
2.1204104018424298e-07,-0.24330063572010777,1.000000481354228,1.0000005279734725,67.3600177821442,0.0
2.1466853549438953e-07,-0.2433006435975981,1.0000004873189017,1.0000005345158267,67.36001800249063,0.0
2.1732858927340015e-07,-0.2433006515727019,1.0000004933574862,1.0000005411392507,67.3600182255675,0.0
2.2002160496781649e-07,-0.2433006596466287,1.0000004994708975,1.0000005478447482,67.36001845140859,0.0
2.2274799102346654e-07,-0.2433006678206031,1.0000005056600627,1.0000005546333366,67.36001868004819,0.0
2.2550816094741184e-07,-0.24330067609586487,1.0000005119259208,1.0000005615060457,67.36001891152097,0.0
2.283025333706661e-07,-0.243300684473669,1.0000005182694218,1.0000005684639173,67.36001914586201,0.0
2.3113153211168707e-07,-0.24330069295528625,1.0000005246915278,1.0000005755080068,67.36001938310687,0.0
2.3399558624065504e-07,-0.24330070154200295,1.000000531193213,1.000000582639383,67.36001962329156,0.0
2.3689513014455208e-07,-0.24330071023512143,1.0000005377754635,1.0000005898591273,67.36001986645248,0.0
2.398306035930431e-07,-0.24330071903596018,1.0000005444392774,1.0000005971683343,67.3600201126265,0.0
2.4280245180517594e-07,-0.243300727945854,1.0000005511856658,1.0000006045681133,67.36002036185099,0.0
2.458111255169053e-07,-0.24330073696615426,1.0000005580156515,1.0000006120595861,67.3600206141637,0.0
2.488570810494579e-07,-0.24330074609822902,1.0000005649302706,1.000000619643889,67.36002086960295,0.0
2.519407803785404e-07,-0.24330075534346335,1.0000005719305716,1.0000006273221727,67.36002112820746,0.0
2.5506269120440734e-07,-0.24330076470325945,1.0000005790176165,1.000000635095601,67.36002139001644,0.0
2.5822328702279467e-07,-0.2433007741790369,1.0000005861924801,1.0000006429653534,67.36002165506962,0.0
2.614230471967373e-07,-0.24330078377223288,1.0000005934562506,1.0000006509326236,67.3600219234072,0.0
2.646624570292716e-07,-0.2433007934843024,1.0000006008100297,1.0000006589986197,67.36002219506986,0.0
2.679420078370394e-07,-0.24330080331671844,1.0000006082549326,1.000000667164565,67.3600224700988,0.0
2.712621970248081e-07,-0.24330081327097228,1.0000006157920887,1.0000006754316981,67.36002274853575,0.0
2.7462352816091005e-07,-0.24330082334857367,1.0000006234226408,1.0000006838012732,67.36002303042295,0.0
